2000,0.106485,0.293151,0.479818
2001,0.187834,0.346060,0.504286
2002,0.142559,0.330877,0.519194
2003,0.162613,0.377274,0.591934
2004,0.235353,0.420926,0.606500
2005,0.254130,0.414176,0.574222
2006,0.216684,0.447631,0.678579
2007,0.227637,0.440609,0.653581
2008,0.228923,0.448347,0.667771
2009,0.266404,0.469509,0.672614
2010,0.376018,0.571263,0.766507
2011,0.360094,0.582055,0.804015
2012,0.325692,0.548769,0.771846
2013,0.396121,0.609733,0.823345
2014,0.378801,0.611110,0.843420
2015,0.404624,0.620442,0.836261
2016,0.424048,0.673854,0.923660
2017,0.441420,0.682750,0.924081
2018,0.499148,0.724414,0.949679
2019,0.482166,0.701587,0.921009
2020,0.516961,0.757937,0.998913
2021,0.535054,0.792807,1.050560
2022,0.547432,0.787053,1.026674
2023,0.518771,0.795888,1.073005
2024,0.507528,0.769187,1.030845
2025,0.556925,0.807635,1.058345
2026,0.545932,0.812186,1.078439
2027,0.619289,0.852421,1.085554
2028,0.596383,0.868639,1.140894
2029,0.556840,0.857312,1.157785
2030,0.640772,0.918657,1.196543
2031,0.616748,0.927760,1.238771
2032,0.629364,0.892886,1.156408
2033,0.754457,0.972190,1.189923
2034,0.745537,0.987435,1.229333
2035,0.641887,0.932857,1.223827
2036,0.646280,0.926223,1.206166
2037,0.733718,0.998384,1.263051
2038,0.740857,1.022107,1.303357
2039,0.692815,1.011365,1.329914
2040,0.806856,1.074563,1.342271
2041,0.805422,1.094599,1.383776
2042,0.840898,1.125453,1.410008
2043,0.896532,1.141363,1.386194
2044,0.853987,1.139195,1.424404
2045,0.852729,1.154993,1.457257
2046,0.885246,1.192437,1.499627
2047,0.877325,1.227795,1.578265
2048,0.928694,1.249435,1.570176
2049,0.933770,1.261929,1.590087
2050,0.919344,1.242812,1.566281
2051,0.955645,1.282146,1.608646
2052,1.090914,1.381108,1.671302
2053,1.056689,1.370671,1.684653
2054,0.991356,1.310711,1.630067
2055,1.059053,1.369332,1.679611
2056,1.103112,1.413047,1.722982
2057,1.090421,1.421150,1.751879
2058,1.147237,1.463783,1.780330
2059,1.114532,1.456341,1.798150
2060,1.122089,1.490398,1.858706
2061,1.162520,1.527337,1.892154
2062,1.177603,1.528742,1.879881
2063,1.205090,1.552542,1.899994
2064,1.189537,1.559960,1.930383
2065,1.244112,1.578392,1.912672
2066,1.219431,1.567093,1.914755
2067,1.253789,1.613096,1.972403
2068,1.239116,1.618911,1.998706
2069,1.283890,1.627804,1.971718
2070,1.303781,1.657060,2.010339
2071,1.362190,1.730506,2.098821
2072,1.302853,1.696700,2.090548
2073,1.302147,1.676731,2.051316
2074,1.326031,1.719110,2.112189
2075,1.360823,1.752833,2.144843
2076,1.350315,1.756798,2.163280
2077,1.326705,1.729210,2.131714
2078,1.429822,1.794889,2.159956
2079,1.415692,1.773155,2.130618
2080,1.378361,1.757330,2.136299
2081,1.476490,1.847881,2.219272
2082,1.431044,1.847248,2.263453
2083,1.366170,1.801766,2.237363
2084,1.420183,1.829904,2.239625
2085,1.467023,1.853149,2.239276
2086,1.422705,1.860202,2.297699
2087,1.383293,1.851855,2.320416
2088,1.434011,1.868834,2.303657
2089,1.491763,1.889890,2.288017
2090,1.461271,1.898241,2.335210
2091,1.477625,1.919731,2.361836
2092,1.421358,1.879517,2.337676
2093,1.432489,1.875576,2.318663
2094,1.437764,1.903926,2.370088
2095,1.477110,1.944774,2.412438
2096,1.470886,1.935538,2.400190
2097,1.453013,1.952689,2.452364
2098,1.513645,1.975499,2.437354
2099,1.525836,1.960674,2.395511
2100,1.481352,1.873689,2.266026
