2000,0.145627,0.291885,0.438144
2001,0.200560,0.347025,0.493491
2002,0.234579,0.396154,0.557728
2003,0.171510,0.350560,0.529610
2004,0.201651,0.379757,0.557863
2005,0.281905,0.456911,0.631917
2006,0.306555,0.496666,0.686778
2007,0.304930,0.489238,0.673546
2008,0.313193,0.477984,0.642776
2009,0.297077,0.505995,0.714913
2010,0.292069,0.506336,0.720602
2011,0.362137,0.557922,0.753707
2012,0.409145,0.578246,0.747347
2013,0.392030,0.570812,0.749594
2014,0.439108,0.599734,0.760360
2015,0.411519,0.622467,0.833415
2016,0.414330,0.645934,0.877538
2017,0.410669,0.645283,0.879896
2018,0.468515,0.667665,0.866816
2019,0.466252,0.692533,0.918814
2020,0.459485,0.716900,0.974316
2021,0.504237,0.746924,0.989611
2022,0.559294,0.779399,0.999503
2023,0.599739,0.811885,1.024031
2024,0.636871,0.856999,1.077128
2025,0.628261,0.878262,1.128263
2026,0.664833,0.899280,1.133727
2027,0.748957,0.994518,1.240080
2028,0.684936,0.967092,1.249248
2029,0.769391,1.023029,1.276667
2030,0.740319,1.012693,1.285068
2031,0.751357,1.017853,1.284350
2032,0.808492,1.070940,1.333388
2033,0.758937,1.081246,1.403555
2034,0.861197,1.145258,1.429318
2035,0.903435,1.176571,1.449707
2036,0.871478,1.209465,1.547453
2037,0.951028,1.238026,1.525024
2038,1.034090,1.296544,1.558998
2039,0.992822,1.292254,1.591686
2040,1.058780,1.359342,1.659905
2041,1.049079,1.372618,1.696156
2042,1.121038,1.412749,1.704459
2043,1.156512,1.452485,1.748458
2044,1.166804,1.455456,1.744108
2045,1.206794,1.504807,1.802819
2046,1.219790,1.522368,1.824946
2047,1.250711,1.577118,1.903525
2048,1.262818,1.591077,1.919335
2049,1.315937,1.616743,1.917548
2050,1.330172,1.655734,1.981296
2051,1.328707,1.647857,1.967007
2052,1.399671,1.708456,2.017240
2053,1.455674,1.766671,2.077668
2054,1.425555,1.795265,2.164976
2055,1.442940,1.791434,2.139927
2056,1.475191,1.847903,2.220615
2057,1.481021,1.849337,2.217653
2058,1.506940,1.869720,2.232499
2059,1.525885,1.904968,2.284050
2060,1.583539,1.962000,2.340461
2061,1.653489,2.006156,2.358822
2062,1.624567,2.023446,2.422326
2063,1.656734,2.046415,2.436096
2064,1.683838,2.060428,2.437018
2065,1.723957,2.131361,2.538765
2066,1.799722,2.203419,2.607116
2067,1.764734,2.189269,2.613804
2068,1.759360,2.202156,2.644952
2069,1.801787,2.234197,2.666608
2070,1.862704,2.272177,2.681649
2071,1.851883,2.265624,2.679364
2072,1.875543,2.320728,2.765914
2073,1.868358,2.333415,2.798472
2074,1.884038,2.334039,2.784041
2075,1.932404,2.387578,2.842752
2076,1.928619,2.420624,2.912629
2077,1.982402,2.432595,2.882788
2078,1.995155,2.453802,2.912448
2079,1.927537,2.428147,2.928758
2080,2.040906,2.519151,2.997397
2081,2.052111,2.549884,3.047657
2082,2.004536,2.502989,3.001442
2083,2.059103,2.562609,3.066115
2084,2.110614,2.604766,3.098917
2085,2.080144,2.617573,3.155002
2086,2.111514,2.632933,3.154351
2087,2.149207,2.674269,3.199332
2088,2.153173,2.698239,3.243304
2089,2.178929,2.716187,3.253446
2090,2.153883,2.711574,3.269265
2091,2.161684,2.716475,3.271266
2092,2.234301,2.789741,3.345181
2093,2.234368,2.802476,3.370583
2094,2.261474,2.808146,3.354818
2095,2.247968,2.801056,3.354145
2096,2.247280,2.830378,3.413476
2097,2.325516,2.902391,3.479265
2098,2.320413,2.914630,3.508847
2099,2.347624,2.916784,3.485944
2100,2.737245,3.120802,3.504359

