2000,0.165646,0.329046,0.492446
2001,0.214887,0.360918,0.506949
2002,0.256888,0.371929,0.486971
2003,0.248045,0.373018,0.497991
2004,0.219270,0.402240,0.585210
2005,0.227164,0.417076,0.606988
2006,0.292956,0.481519,0.670082
2007,0.344807,0.496321,0.647835
2008,0.269287,0.433711,0.598135
2009,0.391140,0.511838,0.632535
2010,0.428566,0.545337,0.662108
2011,0.387912,0.541266,0.694619
2012,0.393813,0.545776,0.697739
2013,0.420896,0.560027,0.699159
2014,0.453710,0.612274,0.770838
2015,0.439609,0.633707,0.827806
2016,0.477243,0.670679,0.864116
2017,0.435290,0.633751,0.832213
2018,0.500993,0.697492,0.893990
2019,0.547595,0.745748,0.943900
2020,0.514851,0.691117,0.867383
2021,0.571911,0.724185,0.876458
2022,0.569295,0.755675,0.942055
2023,0.575148,0.775057,0.974967
2024,0.644455,0.831513,1.018570
2025,0.641848,0.815143,0.988439
2026,0.595520,0.808722,1.021923
2027,0.661233,0.841132,1.021032
2028,0.751649,0.922933,1.094218
2029,0.724011,0.924471,1.124931
2030,0.699449,0.918878,1.138307
2031,0.783230,0.975796,1.168361
2032,0.855728,1.044385,1.233043
2033,0.840432,1.043712,1.246993
2034,0.763628,1.011247,1.258865
2035,0.888724,1.090809,1.292894
2036,0.962713,1.144415,1.326116
2037,0.947020,1.126192,1.305364
2038,0.939682,1.155511,1.371341
2039,0.921783,1.203574,1.485365
2040,1.001595,1.205828,1.410060
2041,1.076605,1.284902,1.493198
2042,1.053342,1.285695,1.518048
2043,1.104053,1.326836,1.549620
2044,1.150249,1.347215,1.544181
2045,1.171716,1.398293,1.624870
2046,1.159938,1.391922,1.623906
2047,1.198084,1.430631,1.663178
2048,1.230670,1.478784,1.726898
2049,1.209669,1.474498,1.739327
2050,1.249102,1.499980,1.750857
2051,1.355772,1.580050,1.804327
2052,1.346798,1.615528,1.884258
2053,1.392078,1.666378,1.940678
2054,1.465268,1.692697,1.920125
2055,1.499945,1.730452,1.960959
2056,1.511339,1.766878,2.022418
2057,1.542369,1.809511,2.076653
2058,1.494901,1.814643,2.134384
2059,1.592719,1.868890,2.145062
2060,1.676947,1.931699,2.186451
2061,1.684672,1.960537,2.236403
2062,1.774754,2.006763,2.238773
2063,1.766306,2.045218,2.324131
2064,1.773018,2.056654,2.340291
2065,1.848077,2.127676,2.407275
2066,1.929260,2.184909,2.440558
2067,1.956415,2.234760,2.513105
2068,1.966822,2.257303,2.547784
2069,2.038086,2.310407,2.582728
2070,2.052885,2.355641,2.658396
2071,2.104184,2.390841,2.677497
2072,2.133361,2.445692,2.758023
2073,2.175156,2.494486,2.813817
2074,2.149044,2.497112,2.845180
2075,2.257178,2.604918,2.952659
2076,2.310395,2.635191,2.959986
2077,2.348965,2.680721,3.012477
2078,2.365751,2.702072,3.038393
2079,2.368819,2.755041,3.141264
2080,2.408831,2.778045,3.147259
2081,2.517314,2.878540,3.239765
2082,2.597459,2.953959,3.310458
2083,2.560223,2.970389,3.380555
2084,2.627930,3.020329,3.412728
2085,2.716474,3.055262,3.394050
2086,2.700502,3.076589,3.452676
2087,2.738700,3.100011,3.461322
2088,2.751288,3.139895,3.528502
2089,2.804757,3.201326,3.597894
2090,2.805472,3.244231,3.682990
2091,2.814277,3.264641,3.715005
2092,2.910711,3.316926,3.723140
2093,2.954835,3.353766,3.752696
2094,2.973943,3.426580,3.879217
2095,3.041611,3.470116,3.898620
2096,3.083598,3.520908,3.958219
2097,3.089865,3.576524,4.063184
2098,3.207975,3.693051,4.178126
2099,3.245118,3.740233,4.235348
2100,3.0,4.099390,5.0
